,id,name,nameWithOwner,stargazers.totalCount
780,MDEwOlJlcG9zaXRvcnkxMTk4NTM5,netron,lutzroeder/netron,18302
781,MDEwOlJlcG9zaXRvcnkyNDE4MDU1OTI=,tools,rome/tools,18291
782,MDEwOlJlcG9zaXRvcnk4NTU0MTIxOA==,weekly,ascoders/weekly,18313
783,MDEwOlJlcG9zaXRvcnkyMTQ4NDc4MQ==,jumpserver,jumpserver/jumpserver,18282
784,MDEwOlJlcG9zaXRvcnkxMzkwMDkxMw==,dracula-theme,dracula/dracula-theme,18293
785,MDEwOlJlcG9zaXRvcnkxOTk5NDI1Nw==,delve,go-delve/delve,18269
786,MDEwOlJlcG9zaXRvcnkxODYwMjQyOTg=,nushell,nushell/nushell,18254
787,MDEwOlJlcG9zaXRvcnkxMDA1NzkzNg==,picasso,square/picasso,18240
788,MDEwOlJlcG9zaXRvcnk0OTU5NDYwMw==,Public-APIs,n0shake/Public-APIs,18239
789,MDEwOlJlcG9zaXRvcnkxNTAwNDI1ODk=,NES.css,nostalgic-css/NES.css,18199
790,MDEwOlJlcG9zaXRvcnkzMTUyMjA0MQ==,vnpy,vnpy/vnpy,18202
791,MDEwOlJlcG9zaXRvcnkzODY5NjkyNQ==,python-telegram-bot,python-telegram-bot/python-telegram-bot,18204
792,MDEwOlJlcG9zaXRvcnkyMjM0MTAy,CodeIgniter,bcit-ci/CodeIgniter,18190
793,MDEwOlJlcG9zaXRvcnk2NjQyNDg3MQ==,examples,pytorch/examples,18176
794,MDEwOlJlcG9zaXRvcnk1MDg0NzUw,PhotoView,Baseflow/PhotoView,18184
795,MDEwOlJlcG9zaXRvcnk3NjM0Njc3,openssl,openssl/openssl,18115
796,MDEwOlJlcG9zaXRvcnk5NDA2MTMwNw==,ink,vadimdemedes/ink,18124
797,MDEwOlJlcG9zaXRvcnkxOTYzNTM2NzM=,TDengine,taosdata/TDengine,18077
798,MDEwOlJlcG9zaXRvcnkyMjY3MjYyNDc=,wenyan,wenyan-lang/wenyan,18094
799,MDEwOlJlcG9zaXRvcnkyMjUzODMw,PHPMailer,PHPMailer/PHPMailer,18041
800,MDEwOlJlcG9zaXRvcnkyODEwMjky,rufus,pbatard/rufus,18036
801,MDEwOlJlcG9zaXRvcnk3NzM1ODI2Mw==,SpaceVim,SpaceVim/SpaceVim,18024
802,MDEwOlJlcG9zaXRvcnkyOTIxNzA1NA==,go-micro,asim/go-micro,18024
803,MDEwOlJlcG9zaXRvcnkxMTU3MDQ2OQ==,Masonry,SnapKit/Masonry,18017
804,MDEwOlJlcG9zaXRvcnkxNzg2MjY3MjA=,pytorch-lightning,PyTorchLightning/pytorch-lightning,17993
805,MDEwOlJlcG9zaXRvcnk0MDM0NTY1OA==,recharts,recharts/recharts,18034
806,MDEwOlJlcG9zaXRvcnkyNzQ0OTcy,ws,websockets/ws,17990
807,MDEwOlJlcG9zaXRvcnk2NTcxMTUyMg==,Paddle,PaddlePaddle/Paddle,17948
808,MDEwOlJlcG9zaXRvcnkxNjA4OTAzNQ==,wekan,wekan/wekan,17913
809,MDEwOlJlcG9zaXRvcnkxNTIyNTY3MA==,jitsi-meet,jitsi/jitsi-meet,17908
810,MDEwOlJlcG9zaXRvcnkyNjI5NTM0NQ==,corefx,dotnet/corefx,17902
811,MDEwOlJlcG9zaXRvcnkxNjE3NTc4Mzc=,eladmin,elunez/eladmin,17917
812,MDEwOlJlcG9zaXRvcnkxNTIzMjc4NjY=,awesome-piracy,Igglybuff/awesome-piracy,17929
813,MDEwOlJlcG9zaXRvcnk2MTQyMTI1Nw==,egg,eggjs/egg,17856
814,MDEwOlJlcG9zaXRvcnk1MzY1ODgwMg==,weex,alibaba/weex,17863
815,MDEwOlJlcG9zaXRvcnk0MTM0OTAzOQ==,dgraph,dgraph-io/dgraph,17898
816,MDEwOlJlcG9zaXRvcnkxNjA3MjU4NQ==,phoenix,phoenixframework/phoenix,17820
817,MDEwOlJlcG9zaXRvcnkxMDQzMzc3NzM=,chinese-independent-developer,1c7/chinese-independent-developer,17788
818,MDEwOlJlcG9zaXRvcnkzNDc3NzU2Mg==,srs,ossrs/srs,17773
819,MDEwOlJlcG9zaXRvcnkxMDc1MDU4Njk=,firecracker,firecracker-microvm/firecracker,17750
820,MDEwOlJlcG9zaXRvcnkxOTk1MzA0NA==,flatbuffers,google/flatbuffers,17723
821,MDEwOlJlcG9zaXRvcnkzMTIyNjI=,vimium,philc/vimium,17688
822,MDEwOlJlcG9zaXRvcnkxMTM5MzExMA==,cli,urfave/cli,17691
823,MDEwOlJlcG9zaXRvcnkxNjg3OTk1MjY=,pytorch-image-models,rwightman/pytorch-image-models,17688
824,MDEwOlJlcG9zaXRvcnk1MTcyODE0MQ==,vux,airyland/vux,17590
825,MDEwOlJlcG9zaXRvcnk1MTc2OTY4OQ==,refined-github,refined-github/refined-github,17564
826,MDEwOlJlcG9zaXRvcnkxNTM1MDAyNDk=,awesome-actions,sdras/awesome-actions,17611
827,MDEwOlJlcG9zaXRvcnk1ODE1NzYyOQ==,magenta,magenta/magenta,17536
828,MDEwOlJlcG9zaXRvcnkxOTI2MzIwMDA=,dapr,dapr/dapr,17560
829,MDEwOlJlcG9zaXRvcnkxNzI1MjE5MjY=,react-three-fiber,pmndrs/react-three-fiber,17537
830,MDEwOlJlcG9zaXRvcnk1NTA4MDg4,svgo,svg/svgo,17523
831,MDEwOlJlcG9zaXRvcnkxMjI3MzQ1Njk=,lux,iawia002/lux,17519
832,MDEwOlJlcG9zaXRvcnk1MjYzMDYxNg==,apollo-client,apollographql/apollo-client,17520
833,MDEwOlJlcG9zaXRvcnk0NDQ5ODk1Nw==,fasthttp,valyala/fasthttp,17528
834,MDEwOlJlcG9zaXRvcnkxODM1MTg0OA==,lowdb,typicode/lowdb,17459
835,MDEwOlJlcG9zaXRvcnk1NjMxNTcxNQ==,NativeBase,GeekyAnts/NativeBase,17447
836,MDEwOlJlcG9zaXRvcnkyNjc4NDgyNw==,core,dotnet/core,17435
837,MDEwOlJlcG9zaXRvcnkxMTUwNzE2Mw==,uikit,uikit/uikit,17426
838,MDEwOlJlcG9zaXRvcnkyNTQyNzgxNw==,react-dnd,react-dnd/react-dnd,17431
839,MDEwOlJlcG9zaXRvcnkyOTExMjA0OQ==,ZeroNet,HelloZeroNet/ZeroNet,17411
840,MDEwOlJlcG9zaXRvcnk4MDI4NjI4OA==,Tasmota,arendst/Tasmota,17399
841,MDEwOlJlcG9zaXRvcnk2ODg3ODEz,crystal,crystal-lang/crystal,17404
842,MDEwOlJlcG9zaXRvcnkzMjEyNzg=,npm,npm/npm,17387
843,MDEwOlJlcG9zaXRvcnk0ODYyMzU1OA==,wttr.in,chubin/wttr.in,17436
844,MDEwOlJlcG9zaXRvcnkxNTcxNjY3NTA=,lens,lensapp/lens,17376
845,MDEwOlJlcG9zaXRvcnk1MTMzOTQ5,swoole-src,swoole/swoole-src,17349
846,MDEwOlJlcG9zaXRvcnk1MzI2NjEzOQ==,BoostNote-Legacy,BoostIO/BoostNote-Legacy,17327
847,MDEwOlJlcG9zaXRvcnk1ODAzNDU0OA==,flexbox-layout,google/flexbox-layout,17350
848,MDEwOlJlcG9zaXRvcnk2NTA4MzMxNg==,Awesome-Linux-Software,luong-komorebi/Awesome-Linux-Software,17341
849,MDEwOlJlcG9zaXRvcnk2NDcwMDkzNA==,openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,17313
850,MDEwOlJlcG9zaXRvcnk3ODMzMTY4,kibana,elastic/kibana,17302
851,MDEwOlJlcG9zaXRvcnk4NDI0MDQw,p5.js,processing/p5.js,17288
852,MDEwOlJlcG9zaXRvcnkyMjA0NjAyMw==,flux,facebook/flux,17274
853,MDEwOlJlcG9zaXRvcnkxMjM1NzIzNjI=,learn-go-with-tests,quii/learn-go-with-tests,17274
854,MDEwOlJlcG9zaXRvcnk1OTExNDcwNQ==,cleave.js,nosir/cleave.js,17242
855,MDEwOlJlcG9zaXRvcnkyMDA2MDU5Ng==,exa,ogham/exa,17312
856,MDEwOlJlcG9zaXRvcnkxNjUwNDE3MzI=,kratos,go-kratos/kratos,17260
857,MDEwOlJlcG9zaXRvcnk0NTU2MDA=,hhvm,facebook/hhvm,17226
858,MDEwOlJlcG9zaXRvcnk0Nzg1ODQ=,jsdom,jsdom/jsdom,17239
859,MDEwOlJlcG9zaXRvcnk4ODYxMjk0NQ==,pytorch-CycleGAN-and-pix2pix,junyanz/pytorch-CycleGAN-and-pix2pix,17284
